user_name,weight_of_waste_grams,number_of_ewaste_devices,ewaste_scrap_image_ref,material_category,price_valuation_inr,price_trend,nearby_recycler_id,reference_id,mode_of_transaction,transaction_id,anonymous_contact_number,estimated_carbon_emission_grams,recycler_name,recycler_location,authorization_status
Harish Rana,27931.4,0,placeholder://scrap-images/iron-steel/5f980bbc.webp,Iron / Steel,908.48,Stable,RCY-1022,REF-100104,UPI,TXN490462379884,+91 11 8126 5498,52184.7,Sunrise Waste Management,"Guindy, Chennai",Authorized
Rahul Gupta,1264.4,7,placeholder://scrap-images/e-waste-pcb/e2550514.webp,E-Waste PCB,185.51,Stable,RCY-1001,REF-100105,UPI,TXN845638847947,+91 11 8179 1570,5239.1,Urban Metals,"Mayapuri Industrial Area, Delhi",Authorized
Yogesh Kumar,70177.1,0,placeholder://scrap-images/copper/716ee3bc.webp,Copper,46699.81,Rising,RCY-1038,REF-100106,UPI,TXN509615173560,+91 11 8273 2259,177802.3,EcoCircle Eco Solutions,"Sanathnagar, Hyderabad",Authorized
Rina Rawat,36124.0,0,placeholder://scrap-images/newspaper/3afd1517.webp,Newspaper,665.79,Stable,RCY-1047,REF-100107,UPI,TXN527425461312,+91 11 2929 5288,29998.1,EcoWave Recycling Hub,"Ludhiana, Punjab",Pending Verification
Aarti Das,19704.1,0,placeholder://scrap-images/hard-plastics/2a62391b.webp,Hard Plastics,401.14,Stable,RCY-1012,REF-100108,UPI,TXN180972272366,+91 11 8406 3828,28169.8,New Delhi Recyclers,"Kanpur, Uttar Pradesh",Authorized
Shalini Malhotra,12186.1,6,placeholder://scrap-images/lead-acid-battery/4919b6e5.webp,Lead-Acid Battery,1188.77,Stable,RCY-1018,REF-100109,Cash,CASH-4C670B30E0,+91 11 3580 3852,14769.5,Greenline Waste Management,"Ankleshwar, Gujarat",Authorized
Kavya Goel,11361.9,0,placeholder://scrap-images/copper/37fa2089.webp,Copper,7356.45,Rising,RCY-1001,REF-100110,UPI,TXN506184838570,+91 11 8657 3126,30054.3,Urban Metals,"Mayapuri Industrial Area, Delhi",Authorized
Payal Gupta,1126.4,7,placeholder://scrap-images/lead-acid-battery/4ac521d7.webp,Lead-Acid Battery,115.56,Stable,RCY-1049,REF-100111,UPI,TXN179778590209,+91 11 3053 6194,1358.6,EcoWave Scrap Traders,"Mayapuri Industrial Area, Delhi",Authorized
Ajay Sinha,42192.1,0,placeholder://scrap-images/hard-plastics/6209620b.webp,Hard Plastics,846.19,Rising,RCY-1035,REF-100112,UPI,TXN942595115734,+91 11 3114 8088,58459.4,Shakti Enterprises,"Guindy, Chennai",Authorized
Arjun Mishra,12496.2,3,placeholder://scrap-images/e-waste-pcb/07595e2c.webp,E-Waste PCB,1815.69,Rising,RCY-1014,REF-100113,UPI,TXN670976835204,+91 11 5653 2292,54330.9,Sunrise Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Yogesh Verma,11702.7,0,placeholder://scrap-images/iron-steel/1de935d3.webp,Iron / Steel,362.67,Stable,RCY-1010,REF-100114,UPI,TXN269997582302,+91 11 3804 6531,21075.7,Clean Earth Eco Solutions,"Mayapuri Industrial Area, Delhi",Pending Verification
Payal Joshi,1356.2,5,placeholder://scrap-images/e-waste-pcb/3d19e558.webp,E-Waste PCB,208.35,Stable,RCY-1040,REF-100115,UPI,TXN791012979889,+91 11 9938 5745,5334.3,EcoCircle Enterprises,"Okhla Phase 2, New Delhi",Authorized
Neha Patel,22416.6,0,placeholder://scrap-images/hard-plastics/6934ae77.webp,Hard Plastics,470.38,Stable,RCY-1044,REF-100116,UPI,TXN557154624621,+91 11 8933 8609,28870.8,Shakti Metals,"Kanpur, Uttar Pradesh",Pending Verification
Ashok Chauhan,4791.9,6,placeholder://scrap-images/small-battery/2be0da1a.webp,Small Battery,248.57,Falling,RCY-1008,REF-100117,Cash,CASH-1D7892D454,+91 11 9437 2739,7871.2,EcoWave Industries,"Dharavi, Mumbai",Pending Verification
Deepak Thakur,11465.7,0,placeholder://scrap-images/hard-plastics/0a511055.webp,Hard Plastics,227.46,Rising,RCY-1024,REF-100118,Cash,CASH-2D23C057B8,+91 11 7850 5067,13565.7,Clean Earth Recyclers,"Ankleshwar, Gujarat",Authorized
Anjali Nair,4466.9,5,placeholder://scrap-images/e-waste-pcb/bb9094ff.webp,E-Waste PCB,718.72,Rising,RCY-1032,REF-100119,UPI,TXN438783050311,+91 11 9148 1379,16363.3,National Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Mohit Sharma,87018.5,0,placeholder://scrap-images/hard-plastics/dc4c7f4a.webp,Hard Plastics,1661.05,Stable,RCY-1031,REF-100120,UPI,TXN820879550108,+91 11 8710 5681,102955.1,Clean Earth Waste Management,"Sanathnagar, Hyderabad",Authorized
Vikram Nair,6549.3,5,placeholder://scrap-images/lead-acid-battery/f88c99ab.webp,Lead-Acid Battery,644.83,Stable,RCY-1025,REF-100121,UPI,TXN312866382588,+91 11 6939 5728,7648.4,Shakti Waste Management,"Ankleshwar, Gujarat",Pending Verification
Kiran Reddy,68914.2,0,placeholder://scrap-images/hard-plastics/77305a6b.webp,Hard Plastics,1329.71,Falling,RCY-1007,REF-100122,UPI,TXN529911973419,+91 11 7114 6555,92820.8,National Recyclers,"Jamshedpur, Jharkhand",Authorized
Pooja Bhatt,3106.0,7,placeholder://scrap-images/small-battery/bd720cb9.webp,Small Battery,155.3,Rising,RCY-1021,REF-100123,Cash,CASH-8C1DA48A88,+91 11 9508 8487,4320.8,Bharat Recycling Hub,"Kanpur, Uttar Pradesh",Pending Verification
Sandeep Thakur,5020.3,6,placeholder://scrap-images/small-battery/b267d946.webp,Small Battery,237.46,Falling,RCY-1019,REF-100124,UPI,TXN686304757644,+91 11 9025 5911,7890.9,Green India Metals,"Narela, New Delhi",Authorized
Arjun Agarwal,5620.1,2,placeholder://scrap-images/e-waste-pcb/26e3bea5.webp,E-Waste PCB,907.74,Stable,RCY-1046,REF-100125,Cash,CASH-77EE8A6885,+91 11 1436 8775,23814.6,Greenline Scrap Traders,"Dharavi, Mumbai",Authorized
Sneha Chauhan,4885.7,6,placeholder://scrap-images/small-battery/b2100ee1.webp,Small Battery,234.09,Rising,RCY-1039,REF-100126,Cash,CASH-49DD26C02C,+91 11 7229 3421,7880.0,Bharat Metals,"Ankleshwar, Gujarat",Pending Verification
Aarti Kumar,8652.7,2,placeholder://scrap-images/e-waste-pcb/18f054ff.webp,E-Waste PCB,1233.69,Rising,RCY-1026,REF-100127,UPI,TXN651518371426,+91 11 8726 2020,34048.6,EcoCircle Recycling Hub,"Dharavi, Mumbai",Authorized
Sneha Mehta,50699.4,0,placeholder://scrap-images/copper/15053cf2.webp,Copper,37223.28,Rising,RCY-1011,REF-100128,UPI,TXN475951918053,+91 11 9950 6804,123626.0,Sunrise Enterprises,"Narela, New Delhi",Authorized
Aarti Mishra,55101.9,0,placeholder://scrap-images/iron-steel/41c6da0e.webp,Iron / Steel,1676.44,Rising,RCY-1014,REF-100129,Cash,CASH-6DF5BC8CCD,+91 11 5876 5735,100335.7,Sunrise Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Anita Thakur,28875.1,0,placeholder://scrap-images/hard-plastics/303e6427.webp,Hard Plastics,563.53,Falling,RCY-1017,REF-100130,UPI,TXN845492406305,+91 11 9899 7220,39755.4,Bharat Recyclers,"Guindy, Chennai",Pending Verification
Neha Mishra,85937.5,0,placeholder://scrap-images/newspaper/7147ee90.webp,Newspaper,1622.27,Stable,RCY-1045,REF-100131,UPI,TXN589299895607,+91 11 5201 8849,74058.7,Metro Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Harish Chauhan,84005.6,0,placeholder://scrap-images/iron-steel/e222d3bd.webp,Iron / Steel,2772.55,Rising,RCY-1037,REF-100132,UPI,TXN834657443459,+91 11 9700 4697,154708.4,Green India Industries,"Mayapuri Industrial Area, Delhi",Authorized
Payal Sinha,1637.9,6,placeholder://scrap-images/e-waste-pcb/2928f9f0.webp,E-Waste PCB,254.23,Rising,RCY-1000,REF-100133,Cash,CASH-5CA10D46A8,+91 11 3587 7666,6906.4,Clean Earth Metals,"Bhiwandi, Maharashtra",Authorized
Jyoti Saxena,43231.6,0,placeholder://scrap-images/hard-plastics/fc674232.webp,Hard Plastics,823.05,Falling,RCY-1041,REF-100134,UPI,TXN197790929231,+91 11 4804 9767,54191.0,Sunrise Industries,"Kanpur, Uttar Pradesh",Authorized
Kavita Sinha,13711.5,3,placeholder://scrap-images/e-waste-pcb/2ddaba13.webp,E-Waste PCB,2029.7,Stable,RCY-1002,REF-100135,Cash,CASH-9C9DA964CC,+91 11 7504 9116,59605.8,Green India Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Nisha Goel,78968.5,0,placeholder://scrap-images/iron-steel/b4097599.webp,Iron / Steel,2328.58,Stable,RCY-1021,REF-100136,UPI,TXN808622786410,+91 11 9901 9590,130979.4,Bharat Recycling Hub,"Kanpur, Uttar Pradesh",Pending Verification
Jyoti Patel,12788.2,8,placeholder://scrap-images/small-battery/aab556eb.webp,Small Battery,616.17,Falling,RCY-1046,REF-100137,UPI,TXN887083959392,+91 11 4050 1230,18532.7,Greenline Scrap Traders,"Dharavi, Mumbai",Authorized
Anita Tiwari,51316.4,0,placeholder://scrap-images/iron-steel/9330f428.webp,Iron / Steel,1709.72,Rising,RCY-1057,REF-100138,UPI,TXN664477687248,+91 11 6372 2421,98948.9,Greenline Eco Solutions,"Jamshedpur, Jharkhand",Authorized
Seema Saxena,2894.0,3,placeholder://scrap-images/lead-acid-battery/321847b5.webp,Lead-Acid Battery,273.94,Falling,RCY-1024,REF-100139,UPI,TXN395295136297,+91 11 6400 5947,3130.3,Clean Earth Recyclers,"Ankleshwar, Gujarat",Authorized
Harish Sinha,4034.1,6,placeholder://scrap-images/e-waste-pcb/cc6ae5b1.webp,E-Waste PCB,623.78,Rising,RCY-1019,REF-100140,UPI,TXN652702477657,+91 11 6095 2923,14904.3,Green India Metals,"Narela, New Delhi",Authorized
Manish Kapoor,33395.2,0,placeholder://scrap-images/iron-steel/aeb19e63.webp,Iron / Steel,1020.92,Falling,RCY-1029,REF-100141,Cash,CASH-1F7CB0DF1A,+91 11 7121 7813,59849.1,Shakti Recyclers,"Guindy, Chennai",Pending Verification
Karan Malhotra,68282.9,0,placeholder://scrap-images/hard-plastics/78166101.webp,Hard Plastics,1431.65,Falling,RCY-1043,REF-100142,Cash,CASH-C012C986CE,+91 11 2341 9609,93416.7,Urban Waste Management,"Ludhiana, Punjab",Authorized
Preeti Das,7490.2,0,placeholder://scrap-images/newspaper/b5bcdbb3.webp,Newspaper,136.21,Rising,RCY-1032,REF-100143,UPI,TXN265513695086,+91 11 3695 6375,6805.4,National Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Sneha Rana,10252.4,8,placeholder://scrap-images/lead-acid-battery/c8172463.webp,Lead-Acid Battery,910.23,Stable,RCY-1029,REF-100144,UPI,TXN600000441294,+91 11 1945 8575,13062.4,Shakti Recyclers,"Guindy, Chennai",Pending Verification
Priya Sinha,65233.6,0,placeholder://scrap-images/iron-steel/522b52ac.webp,Iron / Steel,2052.72,Falling,RCY-1037,REF-100145,UPI,TXN479776888469,+91 11 2044 9866,123193.0,Green India Industries,"Mayapuri Industrial Area, Delhi",Authorized
Ramesh Das,14794.1,8,placeholder://scrap-images/lead-acid-battery/014d05f1.webp,Lead-Acid Battery,1300.14,Rising,RCY-1049,REF-100146,UPI,TXN811801878397,+91 11 7887 7135,18707.9,EcoWave Scrap Traders,"Mayapuri Industrial Area, Delhi",Authorized
Mohit Nair,34120.3,0,placeholder://scrap-images/pet-bottles/cbebb9f7.webp,PET Bottles,526.77,Stable,RCY-1041,REF-100147,Cash,CASH-AD478C0BAF,+91 11 2943 3924,37827.3,Sunrise Industries,"Kanpur, Uttar Pradesh",Authorized
Sanjay Chauhan,10958.7,4,placeholder://scrap-images/small-battery/8a208d80.webp,Small Battery,577.29,Stable,RCY-1029,REF-100148,UPI,TXN566194842897,+91 11 9715 7214,18011.1,Shakti Recyclers,"Guindy, Chennai",Pending Verification
Neha Gupta,31481.3,0,placeholder://scrap-images/hard-plastics/6be69f0f.webp,Hard Plastics,607.02,Falling,RCY-1007,REF-100149,UPI,TXN562397028159,+91 11 1256 4943,42767.5,National Recyclers,"Jamshedpur, Jharkhand",Authorized
Ankit Bansal,8970.1,8,placeholder://scrap-images/lead-acid-battery/1bf91b21.webp,Lead-Acid Battery,865.49,Stable,RCY-1047,REF-100150,UPI,TXN355288401397,+91 11 9843 4559,9792.5,EcoWave Recycling Hub,"Ludhiana, Punjab",Pending Verification
Gaurav Malhotra,2231.0,5,placeholder://scrap-images/e-waste-pcb/e9b38c33.webp,E-Waste PCB,320.42,Falling,RCY-1036,REF-100151,UPI,TXN359075283955,+91 11 5944 3347,9059.8,National Industries,"Jamshedpur, Jharkhand",Authorized
Priya Reddy,13320.5,3,placeholder://scrap-images/e-waste-pcb/9aa11763.webp,E-Waste PCB,1962.32,Stable,RCY-1047,REF-100152,Cash,CASH-19413A6EB1,+91 11 7999 9120,51907.4,EcoWave Recycling Hub,"Ludhiana, Punjab",Pending Verification
Divya Bansal,70829.5,0,placeholder://scrap-images/pet-bottles/b08c32d5.webp,PET Bottles,1031.63,Stable,RCY-1024,REF-100153,UPI,TXN622001427120,+91 11 4948 4692,72446.4,Clean Earth Recyclers,"Ankleshwar, Gujarat",Authorized
Karan Bansal,12115.8,1,placeholder://scrap-images/small-battery/d23910a2.webp,Small Battery,611.84,Falling,RCY-1008,REF-100154,UPI,TXN324433497350,+91 11 6411 2295,18381.9,EcoWave Industries,"Dharavi, Mumbai",Pending Verification
Neha Bansal,8775.5,0,placeholder://scrap-images/newspaper/12beb86f.webp,Newspaper,163.64,Rising,RCY-1043,REF-100155,UPI,TXN306471036541,+91 11 4555 8854,7532.2,Urban Waste Management,"Ludhiana, Punjab",Authorized
Manish Bhatt,27635.3,0,placeholder://scrap-images/newspaper/608c9fdd.webp,Newspaper,529.99,Stable,RCY-1047,REF-100156,UPI,TXN933221817190,+91 11 8846 4974,23329.8,EcoWave Recycling Hub,"Ludhiana, Punjab",Pending Verification
Ajay Goel,35998.6,0,placeholder://scrap-images/copper/ad9813b3.webp,Copper,23458.1,Rising,RCY-1029,REF-100157,UPI,TXN436550457148,+91 11 5285 6892,86091.7,Shakti Recyclers,"Guindy, Chennai",Pending Verification
Naveen Verma,42207.4,0,placeholder://scrap-images/hard-plastics/d198fca6.webp,Hard Plastics,885.05,Falling,RCY-1020,REF-100158,Cash,CASH-A3FB9A5F3F,+91 11 7073 6126,57740.7,Greenline Metals,"Ludhiana, Punjab",Pending Verification
Ramesh Chopra,66842.1,0,placeholder://scrap-images/copper/c25e04ee.webp,Copper,41934.38,Stable,RCY-1046,REF-100159,UPI,TXN315402966821,+91 11 6404 4768,169913.7,Greenline Scrap Traders,"Dharavi, Mumbai",Authorized
Deepak Saxena,45187.5,0,placeholder://scrap-images/copper/46dbb720.webp,Copper,31487.61,Stable,RCY-1052,REF-100160,UPI,TXN807482294267,+91 11 9037 8550,107485.9,Sunrise Scrap Traders,"Ankleshwar, Gujarat",Authorized
Sunita Thakur,15649.3,0,placeholder://scrap-images/newspaper/df98d500.webp,Newspaper,291.62,Stable,RCY-1034,REF-100161,Cash,CASH-0EE19EFD38,+91 11 1962 9584,15258.7,EcoWave Eco Solutions,"Sanathnagar, Hyderabad",Authorized
Ritu Reddy,14186.0,1,placeholder://scrap-images/lead-acid-battery/9f1d8407.webp,Lead-Acid Battery,1404.67,Rising,RCY-1014,REF-100162,UPI,TXN109238601984,+91 11 4583 9285,18189.4,Sunrise Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Rohit Sharma,9324.9,8,placeholder://scrap-images/e-waste-pcb/2bdc9ce7.webp,E-Waste PCB,1434.38,Rising,RCY-1026,REF-100163,UPI,TXN892547813921,+91 11 5501 9777,37539.9,EcoCircle Recycling Hub,"Dharavi, Mumbai",Authorized
Simran Rana,72652.0,0,placeholder://scrap-images/pet-bottles/c6d07822.webp,PET Bottles,1161.23,Rising,RCY-1009,REF-100164,UPI,TXN678187556104,+91 11 5135 6807,73464.9,Metro Waste Management,"Jamshedpur, Jharkhand",Authorized
Anita Nair,7572.2,0,placeholder://scrap-images/pet-bottles/c22482cc.webp,PET Bottles,121.93,Stable,RCY-1044,REF-100165,UPI,TXN189540907419,+91 11 1519 2531,7901.6,Shakti Metals,"Kanpur, Uttar Pradesh",Pending Verification
Preeti Sinha,49966.8,0,placeholder://scrap-images/pet-bottles/70579760.webp,PET Bottles,696.27,Rising,RCY-1031,REF-100166,Cash,CASH-7178C5B9A3,+91 11 6427 2562,51351.1,Clean Earth Waste Management,"Sanathnagar, Hyderabad",Authorized
Ashok Sharma,3562.0,8,placeholder://scrap-images/e-waste-pcb/3485205c.webp,E-Waste PCB,514.73,Falling,RCY-1017,REF-100167,Cash,CASH-05FD7E4832,+91 11 1539 3938,14773.5,Bharat Recyclers,"Guindy, Chennai",Pending Verification
Geeta Nair,53039.7,0,placeholder://scrap-images/copper/50f1e6c0.webp,Copper,37522.69,Stable,RCY-1004,REF-100168,UPI,TXN364415187094,+91 11 7375 9856,129902.1,New Delhi Enterprises,"Okhla Phase 2, New Delhi",Authorized
Amit Agarwal,11888.9,2,placeholder://scrap-images/small-battery/da3c1a64.webp,Small Battery,594.52,Falling,RCY-1027,REF-100169,UPI,TXN473988650640,+91 11 7499 6347,16241.5,New Delhi Metals,"Mayapuri Industrial Area, Delhi",Pending Verification
Rina Bhatt,70627.6,0,placeholder://scrap-images/iron-steel/b9464bde.webp,Iron / Steel,2242.2,Rising,RCY-1024,REF-100170,UPI,TXN742869394302,+91 11 7227 2404,128478.2,Clean Earth Recyclers,"Ankleshwar, Gujarat",Authorized
Ashok Reddy,71925.9,0,placeholder://scrap-images/iron-steel/3626f79c.webp,Iron / Steel,2380.11,Rising,RCY-1045,REF-100171,Cash,CASH-53FD5547DD,+91 11 3527 7383,120513.3,Metro Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Suresh Sharma,1509.1,5,placeholder://scrap-images/lead-acid-battery/828ee9d3.webp,Lead-Acid Battery,142.1,Stable,RCY-1005,REF-100172,UPI,TXN711813124945,+91 11 9395 7685,1666.9,Shakti Industries,"Narela, New Delhi",Authorized
Yogesh Malhotra,5405.6,2,placeholder://scrap-images/lead-acid-battery/4656fc48.webp,Lead-Acid Battery,521.5,Stable,RCY-1000,REF-100173,UPI,TXN956364078319,+91 11 2387 4977,6958.6,Clean Earth Metals,"Bhiwandi, Maharashtra",Authorized
Vikram Reddy,10326.9,3,placeholder://scrap-images/small-battery/1e6665f7.webp,Small Battery,486.51,Rising,RCY-1004,REF-100174,UPI,TXN560746747880,+91 11 5911 8933,15469.0,New Delhi Enterprises,"Okhla Phase 2, New Delhi",Authorized
Kavya Nair,85007.9,0,placeholder://scrap-images/iron-steel/956837b5.webp,Iron / Steel,2816.4,Stable,RCY-1029,REF-100175,UPI,TXN105603463447,+91 11 7483 6443,156584.6,Shakti Recyclers,"Guindy, Chennai",Pending Verification
Ashok Yadav,39900.0,0,placeholder://scrap-images/newspaper/2abc2d1e.webp,Newspaper,710.23,Falling,RCY-1038,REF-100176,UPI,TXN762802209928,+91 11 4290 8848,36994.7,EcoCircle Eco Solutions,"Sanathnagar, Hyderabad",Authorized
Simran Thakur,87200.9,0,placeholder://scrap-images/pet-bottles/e46dc7f4.webp,PET Bottles,1264.37,Stable,RCY-1036,REF-100177,Cash,CASH-22CE3C20AA,+91 11 6339 7161,95748.5,National Industries,"Jamshedpur, Jharkhand",Authorized
Karan Rana,33168.9,0,placeholder://scrap-images/pet-bottles/98fb7878.webp,PET Bottles,531.93,Rising,RCY-1011,REF-100178,UPI,TXN128132461666,+91 11 8563 4434,40114.4,Sunrise Enterprises,"Narela, New Delhi",Authorized
Gaurav Kumar,74899.7,0,placeholder://scrap-images/iron-steel/fee786ea.webp,Iron / Steel,2231.57,Falling,RCY-1043,REF-100179,UPI,TXN433432639382,+91 11 4965 5139,142775.0,Urban Waste Management,"Ludhiana, Punjab",Authorized
Sunita Rana,71122.4,0,placeholder://scrap-images/pet-bottles/73d35ef1.webp,PET Bottles,994.11,Falling,RCY-1025,REF-100180,UPI,TXN863944259782,+91 11 7853 9907,77909.7,Shakti Waste Management,"Ankleshwar, Gujarat",Pending Verification
Payal Bhatt,63296.3,0,placeholder://scrap-images/newspaper/7d0783b5.webp,Newspaper,1196.26,Stable,RCY-1006,REF-100181,Cash,CASH-A7E09D5CE9,+91 11 6816 3725,61688.1,National Metals,"Mayapuri Industrial Area, Delhi",Authorized
Kiran Chopra,8513.8,7,placeholder://scrap-images/e-waste-pcb/474f375c.webp,E-Waste PCB,1372.45,Rising,RCY-1006,REF-100182,UPI,TXN341629441437,+91 11 9366 9499,36072.8,National Metals,"Mayapuri Industrial Area, Delhi",Authorized
Rohit Iyer,40397.2,0,placeholder://scrap-images/copper/04b8367d.webp,Copper,26991.61,Stable,RCY-1032,REF-100183,UPI,TXN130054904381,+91 11 8909 2712,102782.4,National Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Ashok Gupta,1873.6,3,placeholder://scrap-images/lead-acid-battery/7830c63e.webp,Lead-Acid Battery,173.67,Rising,RCY-1033,REF-100184,UPI,TXN205124317610,+91 11 8178 8412,2376.1,Urban Recycling Hub,"Okhla Phase 2, New Delhi",Pending Verification
Kavita Kapoor,4499.1,0,placeholder://scrap-images/iron-steel/d3a14a97.webp,Iron / Steel,148.83,Rising,RCY-1006,REF-100185,UPI,TXN915974639288,+91 11 4996 9454,7844.2,National Metals,"Mayapuri Industrial Area, Delhi",Authorized
Jyoti Bhatt,5065.2,7,placeholder://scrap-images/small-battery/1392acf2.webp,Small Battery,271.84,Rising,RCY-1011,REF-100186,UPI,TXN575269518531,+91 11 7481 1478,7453.5,Sunrise Enterprises,"Narela, New Delhi",Authorized
Mohit Yadav,40737.0,0,placeholder://scrap-images/copper/9d7a07cb.webp,Copper,27388.93,Rising,RCY-1017,REF-100187,Cash,CASH-962DB7868A,+91 11 2025 2667,96033.3,Bharat Recyclers,"Guindy, Chennai",Pending Verification
Kavya Nair,29675.6,0,placeholder://scrap-images/newspaper/683bbfa8.webp,Newspaper,530.53,Stable,RCY-1033,REF-100188,Cash,CASH-74D4B18EBD,+91 11 6134 7367,28645.1,Urban Recycling Hub,"Okhla Phase 2, New Delhi",Pending Verification
Ashok Singh,5316.7,8,placeholder://scrap-images/lead-acid-battery/8a238997.webp,Lead-Acid Battery,514.57,Falling,RCY-1019,REF-100189,Cash,CASH-D477178A28,+91 11 2388 3194,6642.9,Green India Metals,"Narela, New Delhi",Authorized
Nisha Agarwal,14688.8,1,placeholder://scrap-images/small-battery/c08adfca.webp,Small Battery,684.89,Stable,RCY-1026,REF-100190,UPI,TXN523375568165,+91 11 7931 4043,22639.2,EcoCircle Recycling Hub,"Dharavi, Mumbai",Authorized
Ramesh Kapoor,8390.5,8,placeholder://scrap-images/small-battery/632f08f3.webp,Small Battery,405.35,Rising,RCY-1039,REF-100191,UPI,TXN632617105267,+91 11 3236 4196,13446.6,Bharat Metals,"Ankleshwar, Gujarat",Pending Verification
Sunita Rawat,37117.5,0,placeholder://scrap-images/hard-plastics/d8f25068.webp,Hard Plastics,741.37,Falling,RCY-1010,REF-100192,UPI,TXN972010906800,+91 11 4613 5785,47710.9,Clean Earth Eco Solutions,"Mayapuri Industrial Area, Delhi",Pending Verification
Rina Kapoor,48616.0,0,placeholder://scrap-images/copper/20ab6859.webp,Copper,31303.9,Rising,RCY-1049,REF-100193,UPI,TXN222452979272,+91 11 2871 5389,127435.1,EcoWave Scrap Traders,"Mayapuri Industrial Area, Delhi",Authorized
Divya Bansal,49012.9,0,placeholder://scrap-images/newspaper/7774ab4b.webp,Newspaper,918.48,Falling,RCY-1013,REF-100194,Cash,CASH-198DAD0C41,+91 11 2677 5055,43594.3,Clean Earth Scrap Traders,"Narela, New Delhi",Authorized
Jyoti Chopra,6828.5,6,placeholder://scrap-images/e-waste-pcb/f1ea52f6.webp,E-Waste PCB,1083.63,Rising,RCY-1007,REF-100195,Cash,CASH-D99E3B246B,+91 11 4882 4438,29309.5,National Recyclers,"Jamshedpur, Jharkhand",Authorized
Mohit Rawat,77563.9,0,placeholder://scrap-images/newspaper/3abdec73.webp,Newspaper,1420.78,Stable,RCY-1050,REF-100196,UPI,TXN985652075190,+91 11 1972 6747,71429.2,Bharat Enterprises,"Mayapuri Industrial Area, Delhi",Authorized
